month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment,year,day,quarters,Time Period,Fare Evasion
01,Bronx,1,Local,BX1,Off-Peak,"17,310","23,042",75.123686%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX1,Peak,"7,482","11,578",64.62256%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX1,Off-Peak,"5,983","8,168",73.24926%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX1,Peak,"2,183","3,189",68.45406%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX10,Off-Peak,"13,213","16,435",80.395496%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX10,Peak,"5,542","8,155",67.95831%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX10,Off-Peak,"4,379","5,263",83.203495%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX10,Peak,"1,532","2,005",76.408976%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX11,Off-Peak,"10,194","13,283",76.74471%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX11,Peak,"5,131","7,988",64.23385%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX11,Off-Peak,"3,943","5,062",77.894115%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX11,Peak,"1,615","2,144",75.32649%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX12,Off-Peak,"14,525","17,077",85.055923%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX12,Peak,"4,696","6,506",72.179526%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX12,Off-Peak,"6,453","7,751",83.25377%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX12,Peak,"1,957","2,361",82.88861%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX13,Off-Peak,"9,516","11,603",82.013273%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX13,Peak,"4,498","6,446",69.779706%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX13,Off-Peak,"3,575","4,401",81.23154%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX13,Peak,"1,447","1,861",77.753896%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX15,Off-Peak,"26,272","36,905",71.18819%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX15,Peak,"9,929","16,327",60.81338%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX15,Off-Peak,"11,763","15,202",77.377975%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX15,Peak,"4,131","5,663",72.9472%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX16,Off-Peak,"10,858","13,191",82.3137%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX16,Peak,"5,610","8,127",69.029164%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX16,Off-Peak,"3,638","4,466",81.45992%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX16,Peak,"1,378","1,825",75.50685%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX17,Off-Peak,"9,764","13,751",71.005744%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX17,Peak,"5,129","8,147",62.95569%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX17,Off-Peak,"3,787","4,900",77.28571%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX17,Peak,"1,553","2,067",75.133044%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX18,Off-Peak,"1,600","2,314",69.14434%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX18,Peak,"1,017","1,654",61.487305%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX18,Off-Peak,635,763,83.22412%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX18,Peak,261,334,78.14371%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX19,Off-Peak,"25,687","31,430",81.72765%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX19,Peak,"10,032","14,307",70.119524%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX19,Off-Peak,"10,602","12,614",84.04947%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX19,Peak,"3,882","4,892",79.35405%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX2,Off-Peak,"13,161","17,237",76.35319%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX2,Peak,"5,877","8,756",67.11969%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX2,Off-Peak,"4,368","5,714",76.44382%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX2,Peak,"1,910","2,592",73.68827%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX20,Off-Peak,277,326,84.969324%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX20,Peak,896,"1,381",64.88052%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX20,Off-Peak,12,16,75%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX20,Peak,51,68,75%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX21,Off-Peak,"17,897","23,590",75.86689%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX21,Peak,"7,459","11,667",63.93246%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX21,Off-Peak,"6,226","7,870",79.110545%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX21,Peak,"2,054","2,697",76.158696%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX22,Off-Peak,"18,713","22,155",84.464%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX22,Peak,"8,922","12,533",71.18806%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX22,Off-Peak,"6,394","7,917",80.762917%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX22,Peak,"2,101","2,870",73.20557%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX23,Off-Peak,"3,668","4,141",88.57764%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX23,Peak,"2,779","3,699",75.12841%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX23,Off-Peak,"1,090","1,410",77.304965%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX23,Peak,497,635,78.26772%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX24,Off-Peak,"1,991","2,303",86.452454%,2019,01,Q1,2019-Q1,25%
01,Bronx,1,Local,BX24,Peak,628,819,76.67888%,2019,01,Q1,2019-Q1,25%
01,Bronx,2,Local,BX24,Off-Peak,938,"1,056",88.825756%,2019,01,Q1,2019-Q1,25%
